"responseid","use_whorsrch","use_whorsrch_oth","whosupprt_stud","whosupprt_res","whosupprt_indus","whosupprt_oth","whosupprt_othresp","supprt_teachdmp","supprt_teachsklls","supprt_finddta","supprt_curate","supprt_findlit","supprt_oth","supprt_othresp","need_open","need_obs","need_exp","need_sim","need_deriv","need_oth","need_othresp","use_nwstdy","use_calb","use_bnchmrk","use_vrfctn","use_inpt","use_idea","use_tch","use_nwprj","use_nwmth","use_trnds","use_cmprsn","use_smvs","use_intgrtn","use_oth","use_othresp","source_multrepos","source_discrepos","source_gov","source_netwk","source_lit","source_coderep","source_srcheng","source_profassc","source_datsrcheng","source_commrc","source_open","strategy_goal","strategy_serend","strategy_cit","strategy_extrct","strategy_oth","strategy_othresp","succs_srcheng","find_actonln","find_serendsrch","find_serendpas","find_share","find_netwk","find_creatr","find_collab","find_conf","find_list","accss_netwk","accss_creatr","accss_collab","accss_conf","accss_list","eval_netwk","eval_creatr","eval_collab","eval_conf","eval_list","na_netwk","na_creatr","na_collab","na_conf","na_list","findaccseval_oth","find_litdat","find_litdatopen","eval_infmeth","eval_infprov","eval_infrepcreatr","eval_infrelcreatr","eval_infrepsource","eval_infmeta","eval_infsize","eval_inffrmt","eval_inflic","eval_infcovg","eval_infpurps","eval_infaccs","eval_inftopic","eval_infopen","eval_spprtd","eval_spprtdopen","eval_stratart","eval_stratdoc","eval_stratcreatr","eval_stratnetwk","eval_strateda","eval_stratopen","eval_trstuse","eval_trstsource","eval_trstrepcreatr","eval_trstmeth","eval_trsterr","eval_trstaccs","eval_trstrelcrtr","eval_trstopen","eval_qualerr","eval_qualeda","eval_qualsize","eval_qualcomplt","eval_qualsource","eval_qualresltn","eval_qualrepcreatr","eval_qualprep","eval_qualcnsistnt","eval_qualopen","disc_agricul","disc_artshuman","disc_astronom","disc_biochem","disc_biological","disc_busin","disc_chemeng","disc_chem","disc_compsci","disc_decisionsci","disc_dentist","disc_earthplanet","disc_econ","disc_energy","disc_engtech","disc_environ","disc_healthprof","disc_immun","disc_matlsci","disc_math","disc_med","disc_multi","disc_neuro","disc_nurs","disc_pharma","disc_physics","disc_psych","disc_socsci","disc_vet","disc_infosci","disc_other","disc_othresp","dem_role","dem_exprnce","dem_country","dem_org","dem_orgoth","dem_sharself","dem_shargrp","dem_shardisc","dem_sharorg","dem_reuseself","dem_reusegrp","dem_reusedisc","dem_reuseorg"
3940,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","0","Help people to curate their data","0","0"," ","I support all researchers and research students at a large university, so it could be anything.","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","Calibrate instruments or models","Benchmarking","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Often","Occasionally","Occasionally","Occasionally","Often","Occasionally","Often","Never","Occasionally","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","Attending conferences","Disciplinary mailing list or forum","0","0","0","Attending conferences","Disciplinary mailing list or forum","0","0","New collaborations with data creators","0","0"," ","Yes","Because the way of describing, linking and presenting data (for both the data itself and the creator) is less standardised than it is for established forms of literature (e.g. research papers) it is hard to find. I often approach this from an institutional perspective (what data are our researchers publishing and where?) and it is hard to do this because is not shared or recorded consistently.","Extremely important","Important","Somewhat important","Not important","Important","Extremely important","Less important","Somewhat important","Important","Somewhat important","Important","Important","Extremely important"," ","Don't know"," ","Extremely important","Extremely important","Somewhat important","Somewhat important","Somewhat important"," ","Important","Important","Important","Extremely important","Extremely important","Important","Not important"," ","Extremely important","Somewhat important","Less important","Important","Important","Important","Somewhat important","Important","Important",NA,"0","Arts and Humanities","Astronomy","0","0","Business","Chemical Engineering","Chemistry","0","0",0,"Earth and Planetary Sciences","Economics and Finance","Energy","Engineering and Technology","Environmental Sciences","Health Professions","0","0","Mathematics","0","Multidisciplinary","0","0","0","Phsyics","Psychology","Social Science",0,"0","0"," ","Support","6-15","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged"
3431,"To support others"," ","Students","Researchers","0","0"," ","0","Teach people to discover and evaluate data","I find data for people","0","I find literature for people","0"," ","Scientific papers and books, patents","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","Calibrate instruments or models","0","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Often","Often","Occasionally","Occasionally","Often","Never","Often","Occasionally","Often","Occasionally","Scientific congress","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","0","Conversations with personal networks","0","0","Attending conferences","0","0","0","0","0","Disciplinary mailing list or forum"," ","Yes"," ","Important","Important","Important","Less important","Important","Somewhat important","Somewhat important","Somewhat important","Extremely important","Important","Important","Important","Important"," ","Don't know"," ","Somewhat important","Important","Important","Somewhat important","Somewhat important"," ","Less important","Important","Important","Important","Important","Important","Somewhat important"," ","Important","Extremely important","Important","Extremely important","Important","Extremely important","Important","Important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","Materials Science","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","6-15","Germany","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Don't know/ Not applicable","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Don't know/ Not applicable","Don't know/ Not applicable","Data reusing is strongly encouraged"
3185,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","0","Teach people to discover and evaluate data","0","0","I find literature for people","0"," ","Research data collected thorough research survey","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","Verify own data","0","0","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Often","Occasionally","Occasionally","Often","Often","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Never","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0","0","0","0","0","0"," ","No","Not asked","Extremely important","Extremely important","Extremely important","Less important","Extremely important","Extremely important","Important","Important","Extremely important","Extremely important","Important","Extremely important","Extremely important"," ","Don't know"," ","Extremely important","Extremely important","Important","Important","Important"," ","Important","Extremely important","Important","Extremely important","Extremely important","Extremely important","Less important"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"Information Science","0"," ","Support","0-5","Ghana","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged"
3859,"To support others"," ","0","Researchers","0","0"," ","0","0","I find data for people","0","0","0"," ","Research data","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Never","Never","Never","Never","Never","Never","Never","Never","Often","Never"," ","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Not asked","Often","Never","Never","Never","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum"," ","No","Not asked","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Not important","Extremely important"," ","Don't know"," ","Not important","Important","Not important","Not important","Not important"," ","Somewhat important","Not important","Not important","Not important","Not important","Not important","Not important"," ","Not important","Not important","Extremely important","Not important","Not important","Not important","Not important","Not important","Not important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","16-30","Spain","Research institution"," ","Don't know/ Not applicable","Data sharing is strongly encouraged","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable"
4020,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","0","0","0","0","I find literature for people","0"," ","Literature, questionnaires, interview schedules","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","0","Make summarizations, visualizations or analysis tools","0","0"," ","Never","Never","Occasionally","Often","Often","Never","Often","Occasionally","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","New collaborations with data creators","Attending conferences","0","0","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","0","Contacting data creator","0","0","0"," ","Sometimes"," ","Extremely important","Important","Important","Less important","Important","Important","Less important","Less important","Important","Important","Somewhat important","Important","Important"," ","Don't know"," ","Important","Less important","Less important","Somewhat important","Important"," ","Important","Important","Less important","Important","Important","Important","Less important"," ","Important","Important","Less important","Important","Important","Important","Less important","Somewhat important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","Multidisciplinary","0","0","0","0","0","0",0,"Information Science","0"," ","Support","6-15","Nigeria","University or college"," ","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged"
3985,"For both my own research and to support others"," ","Students","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","0","Help people to curate their data","0","0"," ","Different types of data, as part of our support services for research data management.","Observational or empirical","Experimental","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","0","0","0","Integrate with other data to create new dataset","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Often","Never"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0"," ","No","Not asked","Important","Important","Somewhat important","Not important","Important","Extremely important","Somewhat important","Important","Extremely important","Extremely important","Less important","Important","Extremely important"," ","Yes"," ","Less important","Important","Less important","Less important","Somewhat important"," ","Less important","Important","Less important","Extremely important","Important","Important","Not important"," ","Important","Somewhat important","Somewhat important","Extremely important","Important","Important","Somewhat important","Important","Important",NA,"0","Arts and Humanities","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","6-15","Norway","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is somewhat encouraged"
3954,"For both my own research and to support others"," ","Students","Researchers","0","Other","Professional staff (ie non academic) in the university","Teach people about data management planning","Teach people to discover and evaluate data","I find data for people","0","I find literature for people","Other","Advice on data sharing, publishing and applying for grants","Australian census datasets, health data, industry and company data, citation analysis","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Occasionally","Occasionally","Often","Never","Often","Never","Often","Never","Never","Often"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","0","0","New collaborations with data creators","Attending conferences","0"," ","No","Not asked","Extremely important","Extremely important","Important","Not important","Important","Extremely important","Not important","Somewhat important","Extremely important","Extremely important","Not important","Important","Extremely important"," ","Don't know"," ","Somewhat important","Extremely important","Important","Less important","Not important"," ","Not important","Important","Important","Extremely important","Important","Important","Not important"," ","Important","Important","Not important","Important","Important","Important","Important","Important","Somewhat important",NA,"0","0","Astronomy","Biochemistry, Genetics, Molecular Biology","Biological Sciences","0","Chemical Engineering","0","Computer Sciences, IT","0",0,"Earth and Planetary Sciences","0","Energy","Engineering and Technology","Environmental Sciences","Health Professions","Immunology and Microbiology","Materials Science","Mathematics","0","Multidisciplinary","0","Nursing","Pharmacology and Toxicology","Phsyics","Psychology","0",0,"0","0"," ","Support","6-15","Australia","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged"
3863,"To support others"," ","Students","Researchers","0","Other","Public sector","Teach people about data management planning","Teach people to discover and evaluate data","I find data for people","0","0","Other","Data analysis"," ","Observational or empirical","0","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","0","Integrate with other data to create new dataset","0"," ","Occasionally","Often","Often","Often","Often","Occasionally","Often","Occasionally","Often","Occasionally"," ","0","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","New collaborations with data creators","0","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","0","0","0","0","0","0","0","0","0","0","Attending conferences","0"," ","Yes"," ","Extremely important","Important","Important","Important","Somewhat important","Extremely important","Less important","Somewhat important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important"," ","Don't know"," ","Less important","Important","Important","Somewhat important","Important"," ","Extremely important","Important","Important","Important","Extremely important","Extremely important","Important"," ","Extremely important","Extremely important","Less important","Important","Somewhat important","Somewhat important","Somewhat important","Important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science",0,"Information Science","0"," ","Support","16-30","Estonia","University or college"," ","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged"
1433,"To support others"," ","0","0","Industry employees","0"," ","Teach people about data management planning","0","0","0","0","0"," "," ","Observational or empirical","0","0","0","0"," ","0","Calibrate instruments or models","0","0","0","Generate new ideas","0","0","0","0","0","0","0","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally"," ","0","Serendipitously, while reading or searching for literature","0","0","0"," ","Successful","Occasionally","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","0","0","Conversations with personal networks","Contacting data creator","0","0","0","0","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","0","0","0","0"," ","Yes"," ","Important","Important","Important","Somewhat important","Somewhat important","Important","Important","Important","Important","Important","Important","Important","Important"," ","Yes"," ","Extremely important","Important","Somewhat important","Extremely important","Extremely important"," ","Extremely important","Important","Somewhat important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,"0","0","0","0","0","Business","0","0","Computer Sciences, IT","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","0-5","Turkey","Corporate"," ","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged"
2175,"For both my own research and to support others"," ","0","Researchers","0","0"," ","0","Teach people to discover and evaluate data","I find data for people","Help people to curate their data","0","0"," "," ","Observational or empirical","Experimental","0","0","0"," ","Basis for new study","0","0","0","0","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","0","Compare multiple datasets to find patterns","0","0","0"," ","Often","Occasionally","Never","Often","Often","Never","Occasionally","Occasionally","Occasionally","Never"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum"," ","Sometimes"," ","Not important","Important","Important","Extremely important","Important","Important","Less important","Less important","Important","Not important","Less important","Extremely important","Somewhat important"," ","Don't know"," ","Important","Important","Somewhat important","Important","Important"," ","Important","Important","Somewhat important","Important","Extremely important","Extremely important","Somewhat important"," ","Extremely important","Less important","Less important","Somewhat important","Important","Important","Important","Somewhat important","Important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","Materials Science","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","16-30","Italy","Research institution"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged"
3934,"For both my own research and to support others"," ","0","Researchers","0","0"," ","Teach people about data management planning","Teach people to discover and evaluate data","I find data for people","Help people to curate their data","I find literature for people","0"," "," ","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","Calibrate instruments or models","0","0","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Occasionally","Often","Often","Often","Often","Often","Often","Occasionally","Occasionally","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometimes successful, sometimes not","Often","Occasionally","Occasionally","Often","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","0","0","0","Attending conferences","0"," ","Sometimes"," ","Extremely important","Extremely important","Important","Less important","Important","Extremely important","Somewhat important","Somewhat important","Important","Important","Somewhat important","Important","Extremely important"," ","Yes"," ","Extremely important","Important","Important","Somewhat important","Important"," ","Important","Important","Important","Important","Important","Important","Less important"," ","Extremely important","Somewhat important","Somewhat important","Extremely important","Extremely important","Somewhat important","Somewhat important","Extremely important","Extremely important",NA,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","0",0,"0","0"," ","Support","6-15","USA","Research institution"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged"
