"responseid","need_open","need_obs","need_exp","need_sim","need_deriv","need_oth","need_othresp","use_nwstdy","use_calb","use_bnchmrk","use_vrfctn","use_inpt","use_idea","use_tch","use_nwprj","use_nwmth","use_trnds","use_cmprsn","use_smvs","use_intgrtn","use_oth","use_othresp","need_othdisc","find_othdisc","find_whoself","find_whograd","find_whosuppt","find_whonetwk","find_whooth","find_whoothresp","source_multrepos","source_discrepos","source_gov","source_netwk","source_lit","source_coderep","source_srcheng","source_profassc","source_datsrcheng","source_commrc","source_suppt","source_open","strategy_goal","strategy_serend","strategy_cit","strategy_extrct","strategy_oth","strategy_othresp","succs_srcheng","find_actonln","find_serendsrch","find_serendpas","find_share","find_netwk","find_creatr","find_collab","find_conf","find_list","accss_netwk","accss_creatr","accss_collab","accss_conf","accss_list","eval_netwk","eval_creatr","eval_collab","eval_conf","eval_list","find_litdat","find_litdatopen","find_ease","find_chalaccs","find_chalskill","find_chaldistrb","find_chaldigtl","find_chaltools","find_chalnetwk","find_chaloth","find_chalothresp","eval_infmeth","eval_infprov","eval_infrepcreatr","eval_infrelcreatr","eval_infrepsource","eval_infmeta","eval_infsize","eval_inffrmt","eval_inflic","eval_infcovg","eval_infpurps","eval_infaccs","eval_inftopic","eval_infopen","eval_stratart","eval_stratdoc","eval_stratcreatr","eval_stratnetwk","eval_strateda","eval_stratopen","eval_trstuse","eval_trstsource","eval_trstrepcreatr","eval_trstmeth","eval_trsterr","eval_trstaccs","eval_trstrelcrtr","eval_trstopen","eval_qualerr","eval_qualeda","eval_qualsize","eval_qualcomplt","eval_qualsource","eval_qualresltn","eval_qualrepcreatr","eval_qualprep","eval_qualcnsistnt","eval_qualopen","disc_agricul","disc_artshuman","disc_astronom","disc_biochem","disc_biological","disc_busin","disc_chemeng","disc_chem","disc_compsci","disc_decisionsci","disc_dentist","disc_earthplanet","disc_econ","disc_energy","disc_engtech","disc_environ","disc_healthprof","disc_immun","disc_matlsci","disc_math","disc_med","disc_multi","disc_neuro","disc_nurs","disc_pharma","disc_physics","disc_psych","disc_socsci","disc_vet","disc_infosci","disc_other","disc_othresp","dem_role","dem_roleoth","dem_exprnce","dem_country","dem_org","dem_orgoth","dem_sharself","dem_shargrp","dem_shardisc","dem_sharorg","dem_reuseself","dem_reusegrp","dem_reusedisc","dem_reuseorg","dem_shared"
1815,"Mostly survey data.","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","0","Teaching","0","0","0","0","0","0","0"," ","No","Not asked","0","0","0","Someone in personal network","0"," ","Never","Occasionally","Occasionally","Never","Occasionally","Never","Often","Occasionally","Often","Occasionally","Never"," ","0","0","0","0","0"," ","Sometime successful, sometimes not","Occasionally","Never","Never","Never","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","Not asked","Sometimes challenging","0","0","Data are in many different places","0","0","Don't have necessary personal network","0"," ","Extremely important","Important","Important","Somewhat important","Important","Less important","Less important","Less important","Less important","Somewhat important","Important","Extremely important","Extremely important"," ","Extremely important","Somewhat important","Somewhat important","Somewhat important","Less important"," ","Somewhat important","Important","Important","Extremely important","Somewhat important","Important","Not important"," ","Important","Less important","Less important","Somewhat important","Important","Less important","Important","Somewhat important","Somewhat important"," ","0","0","0","0","0","Business","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","31+","USA","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
1823,"Results of previous studies or reviews in cardiovascular medicine.","0","Experimental","0","0","0"," ","Basis for new study","0","0","0","0","0","Teaching","Prepare for new project or proposal","0","0","0","0","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Often","Often","Occasionally","Occasionally","Often","Never","Often","Occasionally","Occasionally","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Never","0","0","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","0","0","Attending conferences","0","No","Not asked","Sometimes challenging","0","Don't know where or how to look for data","0","0","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Extremely important","Not important","Important","Somewhat important","Not important","Not important","Somewhat important","Important","Important","Extremely important","Extremely important"," ","Extremely important","Not important","Less important","Somewhat important","Extremely important"," ","Less important","Somewhat important","Less important","Extremely important","Important","Extremely important","Not important"," ","Extremely important","Extremely important","Not important","Extremely important","Important","Extremely important","Less important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","0-5","Australia","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","No"
1845,"Observations from all kinds of (weather) sensors, model data from weather/climate models","Observational or empirical","0","Simulation","0","0"," ","Basis for new study","0","0","0","0","0","0","0","0","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Yes","google","I find it myself","0","0","0","0"," ","Never","Often","Occasionally","Occasionally","Occasionally","Occasionally","Often","Never","Never","Never","Never"," ","0","Serendipitously, while reading or searching for literature","0","0","0"," ","Sometime successful, sometimes not","Occasionally","Occasionally","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","0","0","Contacting data creator","0","0","0","0","0","New collaborations with data creators","0","0","Yes","Academic literature by keeping an eye on most important journals, by following references in other papers and by using google scholar. Data, by following links that I've seen in conferences, by browsing archives of e.g. C3s, and by googling","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","0","0","Online tools are inadequate","0","Other","Not necessarily inaccessible, but requiring registration - very annoying!!","Important","Important","Important","Less important","Important","Extremely important","Less important","Extremely important","Less important","Important","Less important","Extremely important","Important"," ","Less important","Extremely important","Less important","Less important","Extremely important"," ","Somewhat important","Somewhat important","Important","Important","Important","Extremely important","Less important","Personal exploratory analysis","Important","Somewhat important","Not important","Important","Not important","Important","Less important","Important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","Earth and Planetary Sciences","0","Energy","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","0-5","Netherlands","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
1853,"experimental data using similar methods","Observational or empirical","Experimental","0","Derived or compiled","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","0","Prepare for new project or proposal","0","0","0","0","0","0"," ","No","Not asked","I find it myself","Graduate student","0","Someone in personal network","0"," ","Occasionally","Occasionally","Occasionally","Often","Often","Never","Often","Often","Occasionally","Occasionally","Never"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Often","Occasionally","Occasionally","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Sometimes"," ","Sometimes challenging","0","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Somewhat important","Less important","Somewhat important","Important","Less important","Somewhat important","Less important","Important","Less important","Extremely important","Extremely important"," ","Extremely important","Important","Somewhat important","Important","Somewhat important"," ","Important","Important","Important","Important","Important","Somewhat important","Less important"," ","Important","Somewhat important","Somewhat important","Important","Somewhat important","Important","Somewhat important","Important","Somewhat important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Neuroscience","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Germany","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
1863,"Project dependent (recently I have accessed secondary data sources related to e-cigarette use/marketing; gambling activities/marketing; tobacco-related behaviours)","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","Generate new ideas","Teaching","0","0","0","Compare multiple datasets to find patterns","0","0","0"," ","Yes","Mostly through advice from other experts","I find it myself","0","0","Someone in personal network","0"," ","Never","Occasionally","Occasionally","Occasionally","Often","Never","Often","Often","Occasionally","Occasionally","Occasionally"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","No","Not asked","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","0","0","0","0","0"," ","Important","Important","Important","Not important","Important","Important","Less important","Somewhat important","Important","Important","Important","Important","Important"," ","Important","Important","Less important","Extremely important","Important"," ","Important","Important","Somewhat important","Important","Important","Important","Less important"," ","Important","Important","Important","Important","Important","Important","Less important","Somewhat important","Somewhat important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Health Professions","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","Other","Public health/social reaearch","Researcher"," ","16-30","United Kingdom","Research institution"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Yes"
1899,"Census Information","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","Generate new ideas","Teaching","Prepare for new project or proposal","0","0","0","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","From Colleagues, research papers","I find it myself","Graduate student","0","0","0"," ","Never","Never","Often","Occasionally","Often","Never","Often","Occasionally","Never","Never","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Successful","Often","Often","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","0","0","0","0","Attending conferences","0","0","Contacting data creator","New collaborations with data creators","0","Disciplinary mailing list or forum","Sometimes","It actually happens similarly, intentionally","Sometimes challenging","0","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","Don't have necessary personal network","0"," ","Extremely important","Extremely important","Important","Not important","Somewhat important","Extremely important","Somewhat important","Important","Important","Extremely important","Somewhat important","Somewhat important","Extremely important"," ","Extremely important","Extremely important","Somewhat important","Somewhat important","Somewhat important"," ","Extremely important","Extremely important","Somewhat important","Somewhat important","Important","Important","Not important"," ","Extremely important","Extremely important","Important","Extremely important","Important","Important","Somewhat important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","6-15","USA","University or college"," ","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","No"
1905," ","0","Experimental","Simulation","0","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","0","Prepare for new project or proposal","Experiment with new methods or techniques","0","0","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Occasionally","Often","Occasionally","Never","Often","Occasionally","Occasionally","Often","Never","Never","Never"," ","0","0","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","New collaborations with data creators","0","Disciplinary mailing list or forum","0","Contacting data creator","0","0","0","Sometimes"," ","Sometimes challenging","0","Don't know where or how to look for data","0","0","Online tools are inadequate","0","0"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","0","0","0","0","Biological Sciences","0","0","0","Computer Sciences, IT","0","0","0","0","Energy","Engineering and Technology","Environmental Sciences","0","0","Materials Science","Mathematics","0","Multidisciplinary","0","0","0","Phsyics","0","0","0","Information Science","0"," ","Researcher"," ","16-30","Spain","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1929,"Patient-level and aggregated data from healthcare and clinical trials","Observational or empirical","0","0","Derived or compiled","0"," ","Basis for new study","0","0","0","Model, algorithm or system inputs","Generate new ideas","0","Prepare for new project or proposal","Experiment with new methods or techniques","0","0","0","Integrate with other data to create new dataset","0"," ","Yes","Government databases","I find it myself","0","0","0","0"," ","Never","Occasionally","Occasionally","Often","Occasionally","Never","Often","Never","Never","Never","Occasionally"," ","With goal of finding data","0","0","0","0"," ","Successful","Occasionally","Occasionally","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","0","Conversations with personal networks","0","New collaborations with data creators","0","0","Conversations with personal networks","0","New collaborations with data creators","0","0","No","Not asked","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","Data are not digital","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Important","Not important","Important","Important","Not important","Important","Important","Extremely important","Extremely important","Somewhat important","Extremely important"," ","Somewhat important","Extremely important","Important","Important","Extremely important"," ","Important","Important","Important","Extremely important","Extremely important","Somewhat important","Not important"," ","Extremely important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Extremely important","Important","Important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","31+","United Kingdom","University or college"," ","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is somewhat discouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Yes"
1936,"the data of the papers published","0","0","Simulation","0","0"," ","Basis for new study","0","Benchmarking","0","Model, algorithm or system inputs","0","0","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","Yes","institutional repositories","0","Graduate student","Research support professional","0","0"," ","Often","Often","Occasionally","Occasionally","Never","Occasionally","Occasionally","Never","Never","Never","Never"," ","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Sometime successful, sometimes not","Occasionally","Never","Never","Never","0","0","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","0","0","0","0","No","Not asked","Difficult","0","0","0","0","Online tools are inadequate","0","0"," ","Important","Important","Important","Somewhat important","Important","Important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Important","Extremely important"," ","Extremely important","Important","Important","Important","Extremely important"," ","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Somewhat important","Somewhat important","Extremely important","Extremely important","Important","Important","Important","Important","Somewhat important"," ","Agriculture","0","0","0","0","0","0","0","0","0","0","Earth and Planetary Sciences","Economics and Finance","0","0","Environmental Sciences","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","0-5","Mexico","Research institution"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Yes"
1938,"basis for comparing to the literature, same settings","0","Experimental","Simulation","0","0"," ","Basis for new study","Calibrate instruments or models","0","0","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","through collaborator","I find it myself","0","0","Someone in personal network","0"," ","Never","Never","Never","Occasionally","Often","Never","Often","Never","Never","Never","Never","pubmed","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Occasionally","Never","Never","Occasionally","Conversations with personal networks","0","0","Attending conferences","0","0","0","0","0","0","0","Contacting data creator","0","0","0","Sometimes","given by mentor","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","Data are not digital","0","Don't have necessary personal network","0"," ","Extremely important","Extremely important","Important","Less important","Important","Somewhat important","Not important","Less important","Not important","Important","Somewhat important","Somewhat important","Important","methods, how the data was taken","Important","Important","Less important","Less important","Less important"," ","Important","Important","Important","Extremely important","Important","Important","Less important"," ","Important","Less important","Less important","Important","Important","Extremely important","Extremely important","Extremely important","Important"," ","0","0","0","Biochemistry, Genetics, Molecular Biology","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","Phsyics","0","0","0","0","0"," ","Student"," ","0-5","USA","University or college"," ","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","No"
1939,"Demographics, history of illness, psychological well being of adults and children","Observational or empirical","0","0","0","0"," ","0","0","Benchmarking","0","0","Generate new ideas","0","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","0","0","0"," ","Yes","Web search","I find it myself","0","0","Someone in personal network","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Often","Never","Often","Never","Often","Never","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Occasionally","Often","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","Conversations with personal networks","Contacting data creator","0","0","0","No","Not asked","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","Data are not digital","Online tools are inadequate","Don't have necessary personal network","0"," ","Important","Extremely important","Extremely important","Somewhat important","Extremely important","Important","Somewhat important","Important","Important","Important","Somewhat important","Important","Extremely important"," ","Extremely important","Somewhat important","Somewhat important","Somewhat important","Somewhat important"," ","Extremely important","Extremely important","Extremely important","Important","Important","Somewhat important","Less important"," ","Extremely important","Somewhat important","Somewhat important","Extremely important","Extremely important","Important","Important","Important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Psychology","0","0","0","0"," ","Researcher"," ","6-15","United Kingdom","Other","Practice/Research Charity","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1948,"epidemiological (from a study - either prospective or observational/retrospective) and surveillance data","Observational or empirical","Experimental","0","0","0"," ","0","0","0","0","Model, algorithm or system inputs","Generate new ideas","0","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Yes","Presentations at conferences","I find it myself","Graduate student","0","Someone in personal network","0"," ","Never","Never","Often","Often","Often","Never","Occasionally","Never","Never","Never","Never"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Rarely successful","Often","Occasionally","Occasionally","Never","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","0","Sometimes","National surveillance data on diseases is found through national or international websites","Sometimes challenging","0","0","0","Data are not digital","0","0","0"," ","Important","Important","Important","Less important","Important","Important","Not important","Not important","Important","Important","Less important","Not important","Extremely important"," ","Important","Important","Important","Important","Important"," ","Less important","Important","Important","Important","Somewhat important","Less important","Less important"," ","Important","Less important","Less important","Somewhat important","Important","Somewhat important","Somewhat important","Somewhat important","Less important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","Multidisciplinary","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","United Kingdom","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
1949,"Mostly archival and library research: for example, datasets compiled by the World Bank or UN, and institutional literature which I then interpret to reveal discourse and meaning","Observational or empirical","0","0","0","Other","Archival","Basis for new study","0","0","Verify own data","0","0","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","0","0","0"," ","Yes","Through literature or datasets cited in literature; particularly in the field of Economics (not my field of Political Science/International Relations, but important to it)","I find it myself","0","0","Someone in personal network","0"," ","Occasionally","Occasionally","Often","Occasionally","Often","Never","Occasionally","Occasionally","Occasionally","Never","Occasionally","Intergovernmental agencies and websites (World Bank, IMF, UN, ILO, etc)","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Successful","Often","Often","Often","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","Attending conferences","0","Sometimes","I will focus on different sources or platforms. Google Books is good for literature - institutional websites are better for raw data","Sometimes challenging","0","Don't know where or how to look for data","Data are in many different places","0","0","Don't have necessary personal network","0"," ","Extremely important","Important","Somewhat important","Less important","Important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Important","Extremely important"," ","Important","Less important","Less important","Somewhat important","Less important","Any kind of triangulation or verification - I do qualitative research in a very specialized topic, so I fact-check as well as compare what I find to my own contextual knowledge","Less important","Extremely important","Extremely important","Important","Somewhat important","Important","Less important","When I indicate that reputation is important, that to me also means that I examine and understand their methodology and find it to be rigorous and fair, generally speaking. I'm more likely to trust a source or data creator if I've found them to be trustworthy in the past","Important","Somewhat important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Extremely important","Important","Important"," ","0","Arts and Humanities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","0-5","Burundi","Other","NGO","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Don't know/ Not applicable","Don't know/ Not applicable","Yes"
1966,"Prueba evaluar","Observational or empirical","0","0","0","0"," ","0","0","0","0","0","0","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","0","0","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Often","Often","Often","Never","Often","Occasionally","Often","Occasionally","Often","Never","Often"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Successful","Often","Occasionally","Never","Never","0","0","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","Contacting data creator","0","0","0","0","0","0","0","Disciplinary mailing list or forum","Sometimes","en los motores de búsqueda","Sometimes challenging","Data are not accessible","0","0","0","0","0","Other","Tienen un costo","Important","Important","Less important","Less important","Less important","Less important","Somewhat important","Somewhat important","Less important","Somewhat important","Important","Important","Extremely important"," ","Important","Important","Important","Somewhat important","Important"," ","Somewhat important","Somewhat important","Somewhat important","Important","Somewhat important","Important","Less important"," ","Somewhat important","Important","Less important","Important","Less important","Important","Less important","Important","Less important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","6-15","Argentina","University or college"," ","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Yes"
1996,"Physical properties of soft matter materials namely, phase transition temperatures, electromagnetic properties (electric permittivities, magnetic susceptibilities), visco-elastic properties (elastic constants and viscosities), electro-optical properties (e.g. switching times of LC cells), NMR characteristics such as relaxation times. Structural data of liquid crystals (such as layer and columnar spacing distances). NMR spectroscopic data.","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","Basis for new study","0","0","0","Model, algorithm or system inputs","0","0","Prepare for new project or proposal","Experiment with new methods or techniques","0","0","0","0","0"," ","No","Not asked","I find it myself","Graduate student","0","Someone in personal network","0"," ","Never","Never","Never","Occasionally","Often","Never","Often","Never","Never","Never","Never"," ","0","0","0","Extract data directly from literature, tables or graphs","0"," ","Rarely successful","Occasionally","Never","Never","Occasionally","0","0","0","0","0","0","0","0","0","0","Conversations with personal networks","0","0","Attending conferences","0","No","Not asked","Sometimes challenging","0","0","Data are in many different places","Data are not digital","Online tools are inadequate","0","0"," ","Important","Important","Extremely important","Somewhat important","Extremely important","Somewhat important","Somewhat important","Somewhat important","Extremely important","Somewhat important","Somewhat important","Important","Important"," ","Extremely important","Important","Somewhat important","Somewhat important","Important"," ","Somewhat important","Important","Important","Somewhat important","Extremely important","Important","Important"," ","Extremely important","Important","Somewhat important","Somewhat important","Important","Important","Extremely important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Phsyics","0","0","0","0","0"," ","Researcher"," ","16-30","Portugal","University or college"," ","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
